chapter_id,book_id,book_title,chapter_title,level,paragraphs,subcategory
CH_BCA15D57E_149,BOOK_BCA15D57E,傷寒懸解,白虎證一（太陽三十七）,4,1,傷寒
CH_BCA15D57E_150,BOOK_BCA15D57E,傷寒懸解,白虎湯（八）,4,2,傷寒
CH_BCA15D57E_151,BOOK_BCA15D57E,傷寒懸解,白虎證二（太陽三十八）,4,1,傷寒
CH_BCA15D57E_152,BOOK_BCA15D57E,傷寒懸解,白虎證三（太陽三十九）,4,1,傷寒
CH_BCA15D57E_153,BOOK_BCA15D57E,傷寒懸解,白虎加人參湯（九）,4,2,傷寒
CH_BCA15D57E_154,BOOK_BCA15D57E,傷寒懸解,白虎證四（太陽四十）,4,1,傷寒
CH_BCA15D57E_155,BOOK_BCA15D57E,傷寒懸解,太陽風寒五苓散證三章（太陽入太陰去路）,4,1,傷寒
CH_BCA15D57E_156,BOOK_BCA15D57E,傷寒懸解,五苓散一（太陽四十一）,4,1,傷寒
CH_BCA15D57E_157,BOOK_BCA15D57E,傷寒懸解,五苓散（十）,4,2,傷寒
CH_BCA15D57E_158,BOOK_BCA15D57E,傷寒懸解,五苓證二（太陽四十二）,4,1,傷寒
CH_BCA15D57E_159,BOOK_BCA15D57E,傷寒懸解,茯苓甘草湯（十一）,4,2,傷寒
CH_BCA15D57E_160,BOOK_BCA15D57E,傷寒懸解,五苓證三（太陽四十三）,4,1,傷寒
CH_BCA15D57E_161,BOOK_BCA15D57E,傷寒懸解,文蛤散（十二）,4,2,傷寒
CH_BCA15D57E_162,BOOK_BCA15D57E,傷寒懸解,白散（十三）,4,2,傷寒
CH_BCA15D57E_163,BOOK_BCA15D57E,傷寒懸解,太陽傷寒抵當湯證（四章太陽入陽明去路）,4,1,傷寒
CH_BCA15D57E_164,BOOK_BCA15D57E,傷寒懸解,桃核承氣證一（太陽四十四）,4,1,傷寒
CH_BCA15D57E_165,BOOK_BCA15D57E,傷寒懸解,桃核承氣湯（十四）,4,2,傷寒
CH_BCA15D57E_166,BOOK_BCA15D57E,傷寒懸解,抵當證二（太陽四十五）,4,1,傷寒
CH_BCA15D57E_167,BOOK_BCA15D57E,傷寒懸解,抵當湯（十五）,4,2,傷寒
CH_BCA15D57E_168,BOOK_BCA15D57E,傷寒懸解,抵當湯證三（太陽四十六）,4,1,傷寒
CH_BCA15D57E_169,BOOK_BCA15D57E,傷寒懸解,抵當證四（太陽四十七）,4,1,傷寒
CH_BCA15D57E_170,BOOK_BCA15D57E,傷寒懸解,抵當丸（十六）,4,2,傷寒
CH_BCA15D57E_171,BOOK_BCA15D57E,傷寒懸解,太陽傳經,4,1,傷寒
CH_BCA15D57E_172,BOOK_BCA15D57E,傷寒懸解,傳經一（太陽四十八）,4,1,傷寒
CH_BCA15D57E_173,BOOK_BCA15D57E,傷寒懸解,傳經二（太陽四十九）,4,1,傷寒
CH_BCA15D57E_174,BOOK_BCA15D57E,傷寒懸解,傳經三（太陽五十）,4,1,傷寒
CH_BCA15D57E_175,BOOK_BCA15D57E,傷寒懸解,傳經四（太陽五十一）,4,1,傷寒
CH_BCA15D57E_176,BOOK_BCA15D57E,傷寒懸解,傳經五（太陽五十二）,4,1,傷寒
CH_BCA15D57E_177,BOOK_BCA15D57E,傷寒懸解,太陽解期（太陽五十三）,4,1,傷寒
CH_BCA15D57E_178,BOOK_BCA15D57E,傷寒懸解,太陽壞病,4,1,傷寒
CH_BCA15D57E_179,BOOK_BCA15D57E,傷寒懸解,太陽壞病提綱一（太陽五十四）,4,1,傷寒
CH_BCA15D57E_180,BOOK_BCA15D57E,傷寒懸解,壞病提綱二（太陽五十五）,4,1,傷寒
CH_BCA15D57E_181,BOOK_BCA15D57E,傷寒懸解,太陽壞病入陽明去路（十五章）,4,1,傷寒
CH_BCA15D57E_182,BOOK_BCA15D57E,傷寒懸解,太陽壞病入陽明桂枝證一（太陽五十六）,4,2,傷寒
CH_BCA15D57E_183,BOOK_BCA15D57E,傷寒懸解,發汗亡津證二（太陽五十七）,4,1,傷寒
CH_BCA15D57E_184,BOOK_BCA15D57E,傷寒懸解,麻杏甘石證三（太陽五十八）,4,1,傷寒
CH_BCA15D57E_185,BOOK_BCA15D57E,傷寒懸解,麻黃杏仁甘草石膏湯（十七）,4,2,傷寒
CH_BCA15D57E_186,BOOK_BCA15D57E,傷寒懸解,汗後作喘證四（太陽五十九）,4,1,傷寒
CH_BCA15D57E_187,BOOK_BCA15D57E,傷寒懸解,麻杏甘石證五（太陽六十）,4,1,傷寒
CH_BCA15D57E_188,BOOK_BCA15D57E,傷寒懸解,人參白虎證六（太陽六十一）,4,2,傷寒
CH_BCA15D57E_189,BOOK_BCA15D57E,傷寒懸解,人參白虎證七（太陽六十二）,4,2,傷寒
CH_BCA15D57E_190,BOOK_BCA15D57E,傷寒懸解,表裡俱虛證八（太陽六十三）,4,1,傷寒
CH_BCA15D57E_191,BOOK_BCA15D57E,傷寒懸解,調胃承氣證九（太陽六十四）,4,2,傷寒
CH_BCA15D57E_192,BOOK_BCA15D57E,傷寒懸解,陰陽俱虛證十（太陽六十五）,4,1,傷寒
CH_BCA15D57E_193,BOOK_BCA15D57E,傷寒懸解,炎熱入胃證十一（太陽六十六）,4,1,傷寒
CH_BCA15D57E_194,BOOK_BCA15D57E,傷寒懸解,火邪圊血證十二（太陽六十七）,4,2,傷寒
CH_BCA15D57E_195,BOOK_BCA15D57E,傷寒懸解,火逆助邪證十三（太陽六十八）,4,1,傷寒
CH_BCA15D57E_196,BOOK_BCA15D57E,傷寒懸解,火逆吐血證十四（太陽六十九）,4,1,傷寒
CH_BCA15D57E_197,BOOK_BCA15D57E,傷寒懸解,火邪內攻證十五（太陽七十）,4,1,傷寒
CH_BCA15D57E_198,BOOK_BCA15D57E,傷寒懸解,太陽壞病入太陰去路（一十一章）,4,1,傷寒
CH_BCA15D57E_199,BOOK_BCA15D57E,傷寒懸解,太陽壞病入太陰五苓散證一（太陽七十一）,4,2,傷寒
CH_BCA15D57E_200,BOOK_BCA15D57E,傷寒懸解,五苓散證二（太陽七十二）,4,2,傷寒
CH_BCA15D57E_201,BOOK_BCA15D57E,傷寒懸解,甘草乾薑證三（太陽七十三）,4,2,傷寒
CH_BCA15D57E_202,BOOK_BCA15D57E,傷寒懸解,甘草乾薑湯（十八）,4,2,傷寒
CH_BCA15D57E_203,BOOK_BCA15D57E,傷寒懸解,芍藥甘草湯（十九）,4,2,傷寒
CH_BCA15D57E_204,BOOK_BCA15D57E,傷寒懸解,甘草乾薑證四（太陽七十四）,4,1,傷寒
CH_BCA15D57E_205,BOOK_BCA15D57E,傷寒懸解,汗後吐逆證五（太陽七十五）,4,1,傷寒
CH_BCA15D57E_206,BOOK_BCA15D57E,傷寒懸解,汗後吐逆證六（太陽七十六）,4,1,傷寒
CH_BCA15D57E_207,BOOK_BCA15D57E,傷寒懸解,吐後生煩證七（太陽七十七）,4,1,傷寒
CH_BCA15D57E_208,BOOK_BCA15D57E,傷寒懸解,吐後作吐證八（太陽七十八）,4,1,傷寒
CH_BCA15D57E_209,BOOK_BCA15D57E,傷寒懸解,身疼下利證九（太陽七十九）,4,2,傷寒
CH_BCA15D57E_210,BOOK_BCA15D57E,傷寒懸解,新加湯證十（太陽八十）,4,1,傷寒
CH_BCA15D57E_211,BOOK_BCA15D57E,傷寒懸解,新加湯（二十）,4,2,傷寒
CH_BCA15D57E_212,BOOK_BCA15D57E,傷寒懸解,葛根連芩證十一（太陽八十一）,4,1,傷寒
CH_BCA15D57E_213,BOOK_BCA15D57E,傷寒懸解,葛根黃連黃芩湯（二十一）,4,2,傷寒
CH_BCA15D57E_214,BOOK_BCA15D57E,傷寒懸解,桂枝去芍藥證十二（太陽八十二）,4,1,傷寒
CH_BCA15D57E_215,BOOK_BCA15D57E,傷寒懸解,桂枝去芍藥湯（二十二）,4,2,傷寒
CH_BCA15D57E_216,BOOK_BCA15D57E,傷寒懸解,桂枝去芍藥加附子湯（二十三）,4,2,傷寒
CH_BCA15D57E_217,BOOK_BCA15D57E,傷寒懸解,桂枝厚朴杏子證十三（太陽八十三）,4,1,傷寒
CH_BCA15D57E_218,BOOK_BCA15D57E,傷寒懸解,桂枝加厚朴杏子湯（二十四）,4,2,傷寒
CH_BCA15D57E_219,BOOK_BCA15D57E,傷寒懸解,桂枝厚朴杏子證十四（太陽八十四）,4,1,傷寒
CH_BCA15D57E_220,BOOK_BCA15D57E,傷寒懸解,桂枝去桂加茯苓白朮證十五（太陽八十五）,4,1,傷寒
CH_BCA15D57E_221,BOOK_BCA15D57E,傷寒懸解,桂枝去桂加茯苓白朮湯（二十五）,4,2,傷寒
CH_BCA15D57E_222,BOOK_BCA15D57E,傷寒懸解,厚朴薑夏參甘證十六（太陽八十六）,4,1,傷寒
CH_BCA15D57E_223,BOOK_BCA15D57E,傷寒懸解,厚朴生薑甘草半夏人參湯（二十六）,4,2,傷寒
CH_BCA15D57E_224,BOOK_BCA15D57E,傷寒懸解,梔子厚朴證十七（太陽八十七）,4,1,傷寒
CH_BCA15D57E_225,BOOK_BCA15D57E,傷寒懸解,梔子厚朴湯（二十七）,4,2,傷寒
CH_BCA15D57E_226,BOOK_BCA15D57E,傷寒懸解,梔子乾薑證十八（太陽八十八）,4,1,傷寒
CH_BCA15D57E_227,BOOK_BCA15D57E,傷寒懸解,梔子乾薑湯（二十八）,4,2,傷寒
CH_BCA15D57E_228,BOOK_BCA15D57E,傷寒懸解,梔子香豉證十九（太陽八十九）,4,1,傷寒
CH_BCA15D57E_229,BOOK_BCA15D57E,傷寒懸解,梔子豉湯（二十九）,4,2,傷寒
CH_BCA15D57E_230,BOOK_BCA15D57E,傷寒懸解,梔子香豉證二十（太陽九十）,4,1,傷寒
CH_BCA15D57E_231,BOOK_BCA15D57E,傷寒懸解,梔子甘草豉湯（三十）,4,2,傷寒
CH_BCA15D57E_232,BOOK_BCA15D57E,傷寒懸解,梔子生薑豉湯（三十一）,4,2,傷寒
CH_BCA15D57E_233,BOOK_BCA15D57E,傷寒懸解,忌梔子證二十一（太陽九十一）,4,1,傷寒
CH_BCA15D57E_234,BOOK_BCA15D57E,傷寒懸解,太陽壞病入少陰去路（十七章）,4,1,傷寒
CH_BCA15D57E_235,BOOK_BCA15D57E,傷寒懸解,太陽壞病入少陰桂枝附子證一（太陽九十二）,4,1,傷寒
CH_BCA15D57E_236,BOOK_BCA15D57E,傷寒懸解,桂枝加附子湯（三十二）,4,2,傷寒
CH_BCA15D57E_237,BOOK_BCA15D57E,傷寒懸解,芍藥甘草附子證二（太陽九十三）,4,1,傷寒
CH_BCA15D57E_238,BOOK_BCA15D57E,傷寒懸解,芍藥甘草附子湯,4,2,傷寒
CH_BCA15D57E_239,BOOK_BCA15D57E,傷寒懸解,內外俱虛證三（太陽九十四）,4,1,傷寒
CH_BCA15D57E_240,BOOK_BCA15D57E,傷寒懸解,苓桂術甘證四（太陽九十五）,4,1,傷寒
CH_BCA15D57E_241,BOOK_BCA15D57E,傷寒懸解,茯苓白朮桂枝甘草湯（三十四）,4,2,傷寒
CH_BCA15D57E_242,BOOK_BCA15D57E,傷寒懸解,真武湯證五（太陽九十六）,4,2,傷寒
CH_BCA15D57E_243,BOOK_BCA15D57E,傷寒懸解,桂枝甘草證六（太陽九十七）,4,1,傷寒
CH_BCA15D57E_244,BOOK_BCA15D57E,傷寒懸解,桂枝甘草湯（三十五）,4,2,傷寒
CH_BCA15D57E_245,BOOK_BCA15D57E,傷寒懸解,陽虛耳聾證七（太陽九十八）,4,1,傷寒
CH_BCA15D57E_246,BOOK_BCA15D57E,傷寒懸解,身重心悸證八（太陽九十九）,4,1,傷寒
CH_BCA15D57E_247,BOOK_BCA15D57E,傷寒懸解,桂苓甘棗證九（太陽一百）,4,1,傷寒
CH_BCA15D57E_248,BOOK_BCA15D57E,傷寒懸解,茯苓桂枝甘草大棗湯（三十六）,4,2,傷寒
CH_BCA15D57E_249,BOOK_BCA15D57E,傷寒懸解,桂枝加桂證十（太陽一百零一）,4,1,傷寒
CH_BCA15D57E_250,BOOK_BCA15D57E,傷寒懸解,桂枝加桂湯（三十七）,4,2,傷寒
CH_BCA15D57E_251,BOOK_BCA15D57E,傷寒懸解,桂枝加桂證十一（太陽一百零二）,4,1,傷寒
CH_BCA15D57E_252,BOOK_BCA15D57E,傷寒懸解,桂枝去芍藥加蜀漆龍骨牡蠣證十二（太陽一百零三）,4,1,傷寒
CH_BCA15D57E_253,BOOK_BCA15D57E,傷寒懸解,桂枝去芍藥加蜀漆龍骨牡蠣湯（三十八）,4,2,傷寒
CH_BCA15D57E_254,BOOK_BCA15D57E,傷寒懸解,溫針亡陽證十三（太陽一百零四）,4,1,傷寒
CH_BCA15D57E_255,BOOK_BCA15D57E,傷寒懸解,桂枝甘草龍骨牡蠣證十四（太陽一百零五）,4,1,傷寒
CH_BCA15D57E_256,BOOK_BCA15D57E,傷寒懸解,桂枝甘草龍骨牡蠣湯（三十九）,4,2,傷寒
CH_BCA15D57E_257,BOOK_BCA15D57E,傷寒懸解,茯苓四逆證十五（太陽一百零六）,4,1,傷寒
CH_BCA15D57E_258,BOOK_BCA15D57E,傷寒懸解,茯苓四逆湯（四十）,4,2,傷寒
CH_BCA15D57E_259,BOOK_BCA15D57E,傷寒懸解,乾薑附子證十六（太陽一百零七）,4,1,傷寒
CH_BCA15D57E_260,BOOK_BCA15D57E,傷寒懸解,乾薑附子湯（四十一）,4,2,傷寒
CH_BCA15D57E_261,BOOK_BCA15D57E,傷寒懸解,禹餘糧證十七（太陽一百零八）,4,2,傷寒
CH_BCA15D57E_262,BOOK_BCA15D57E,傷寒懸解,太陽壞病入厥陰去路（一章）,4,1,傷寒
CH_BCA15D57E_263,BOOK_BCA15D57E,傷寒懸解,太陽壞病入厥陰胃冷吐蛔證一（太陽一百零九）,4,1,傷寒
CH_BCA15D57E_264,BOOK_BCA15D57E,傷寒懸解,太陽壞病結胸痞證,4,1,傷寒
CH_BCA15D57E_265,BOOK_BCA15D57E,傷寒懸解,太陽壞病結胸痞證提綱一（太陽一百一十）,4,1,傷寒
CH_BCA15D57E_266,BOOK_BCA15D57E,傷寒懸解,太陽壞病結胸證（十二章）,4,1,傷寒
CH_BCA15D57E_267,BOOK_BCA15D57E,傷寒懸解,太陽壞病結胸大陷胸證一（太陽一百一十一）,4,1,傷寒
CH_BCA15D57E_268,BOOK_BCA15D57E,傷寒懸解,大陷胸湯（四十二）,4,2,傷寒
CH_BCA15D57E_269,BOOK_BCA15D57E,傷寒懸解,大陷胸證二（太陽一百一十二）,4,1,傷寒
CH_BCA15D57E_270,BOOK_BCA15D57E,傷寒懸解,大陷胸證三（太陽一百一十三）,4,1,傷寒
CH_BCA15D57E_271,BOOK_BCA15D57E,傷寒懸解,大陷胸丸證四（太陽一百一十四）,4,1,傷寒
CH_BCA15D57E_272,BOOK_BCA15D57E,傷寒懸解,大陷胸丸（四十三）,4,2,傷寒
CH_BCA15D57E_273,BOOK_BCA15D57E,傷寒懸解,結胸忌下證五（太陽一百一十五）,4,1,傷寒
CH_BCA15D57E_274,BOOK_BCA15D57E,傷寒懸解,結胸煩躁證六（太陽一百一十六）,4,1,傷寒
CH_BCA15D57E_275,BOOK_BCA15D57E,傷寒懸解,小結胸證七（太陽一百一十七）,4,1,傷寒
CH_BCA15D57E_276,BOOK_BCA15D57E,傷寒懸解,小陷胸湯（四十四）,4,2,傷寒
CH_BCA15D57E_277,BOOK_BCA15D57E,傷寒懸解,臟結證八（太陽一百一十八）,4,1,傷寒
CH_BCA15D57E_278,BOOK_BCA15D57E,傷寒懸解,臟結證九（太陽一百一十九）,4,1,傷寒
CH_BCA15D57E_279,BOOK_BCA15D57E,傷寒懸解,臟結證十（太陽一百二十）,4,1,傷寒
CH_BCA15D57E_280,BOOK_BCA15D57E,傷寒懸解,結胸脈法十一（太陽一百二十一）,4,1,傷寒
CH_BCA15D57E_281,BOOK_BCA15D57E,傷寒懸解,結胸變證十二（太陽一百二十二）,4,1,傷寒
CH_BCA15D57E_282,BOOK_BCA15D57E,傷寒懸解,太陽壞病痞證（十二章）,4,1,傷寒
CH_BCA15D57E_283,BOOK_BCA15D57E,傷寒懸解,太陽壞病痞證人參桂枝湯證一（太陽一百二十三）,4,1,傷寒
CH_BCA15D57E_284,BOOK_BCA15D57E,傷寒懸解,桂枝人參湯（四十五）,4,2,傷寒
CH_BCA15D57E_285,BOOK_BCA15D57E,傷寒懸解,大黃黃連瀉心湯證二（太陽一百二十四）,4,1,傷寒
CH_BCA15D57E_286,BOOK_BCA15D57E,傷寒懸解,大黃黃連瀉心湯（四十六）,4,2,傷寒
CH_BCA15D57E_287,BOOK_BCA15D57E,傷寒懸解,附子瀉心證三（太陽一百二十五）,4,1,傷寒
CH_BCA15D57E_288,BOOK_BCA15D57E,傷寒懸解,附子瀉心湯（四十七）,4,2,傷寒
CH_BCA15D57E_289,BOOK_BCA15D57E,傷寒懸解,十棗湯證四（太陽一百二十六）,4,1,傷寒
CH_BCA15D57E_290,BOOK_BCA15D57E,傷寒懸解,十棗湯（四十八）,4,1,傷寒
CH_BCA15D57E_291,BOOK_BCA15D57E,傷寒懸解,生薑瀉心證五（太陽一百二十七）,4,1,傷寒
CH_BCA15D57E_292,BOOK_BCA15D57E,傷寒懸解,生薑瀉心湯（四十九）,4,2,傷寒
CH_BCA15D57E_293,BOOK_BCA15D57E,傷寒懸解,甘草瀉心湯證六（太陽一百二十八）,4,1,傷寒
CH_BCA15D57E_294,BOOK_BCA15D57E,傷寒懸解,甘草瀉心湯（五十）,4,2,傷寒
CH_BCA15D57E_295,BOOK_BCA15D57E,傷寒懸解,石脂禹餘糧證七（太陽一百二十九）,4,1,傷寒
CH_BCA15D57E_296,BOOK_BCA15D57E,傷寒懸解,赤石脂禹餘糧湯（五十一）,4,2,傷寒
CH_BCA15D57E_297,BOOK_BCA15D57E,傷寒懸解,五苓散證八（太陽一百三十）,4,2,傷寒
CH_BCA15D57E_298,BOOK_BCA15D57E,傷寒懸解,旋覆代赭證九（太陽一百三十一）,4,1,傷寒
CH_BCA15D57E_299,BOOK_BCA15D57E,傷寒懸解,旋覆花代赭石湯（五十二）,4,2,傷寒
CH_BCA15D57E_300,BOOK_BCA15D57E,傷寒懸解,瓜蒂散證十（太陽一百三十二）,4,1,傷寒
CH_BCA15D57E_301,BOOK_BCA15D57E,傷寒懸解,瓜蒂散（五十三）,4,2,傷寒
CH_BCA15D57E_302,BOOK_BCA15D57E,傷寒懸解,經脈動惕證十一（太陽一百三十三）,4,1,傷寒
CH_BCA15D57E_303,BOOK_BCA15D57E,傷寒懸解,表裡俱虛證十二（太陽一百三十四）,4,1,傷寒
CH_BCA15D57E_304,BOOK_BCA15D57E,傷寒懸解,陽明實證,4,1,傷寒
CH_BCA15D57E_305,BOOK_BCA15D57E,傷寒懸解,陽明經提綱一（陽明一）,4,1,傷寒
CH_BCA15D57E_306,BOOK_BCA15D57E,傷寒懸解,陽明提綱二（陽明二）,4,1,傷寒
CH_BCA15D57E_307,BOOK_BCA15D57E,傷寒懸解,陽明外證一（陽明三）,4,1,傷寒
CH_BCA15D57E_308,BOOK_BCA15D57E,傷寒懸解,陽明外證二（陽明四）,4,1,傷寒
CH_BCA15D57E_309,BOOK_BCA15D57E,傷寒懸解,陽明外證三（陽明五）,4,1,傷寒
CH_BCA15D57E_310,BOOK_BCA15D57E,傷寒懸解,陽明外證四（陽明六）,4,1,傷寒
CH_BCA15D57E_311,BOOK_BCA15D57E,傷寒懸解,陽明外證五（陽明七）,4,1,傷寒
CH_BCA15D57E_312,BOOK_BCA15D57E,傷寒懸解,陽明來路一（陽明八）,4,1,傷寒
CH_BCA15D57E_313,BOOK_BCA15D57E,傷寒懸解,陽明來路二（陽明九）,4,1,傷寒
CH_BCA15D57E_314,BOOK_BCA15D57E,傷寒懸解,陽明來路三（陽明十）,4,1,傷寒
CH_BCA15D57E_315,BOOK_BCA15D57E,傷寒懸解,陽明來路四（陽明十一）,4,1,傷寒
CH_BCA15D57E_316,BOOK_BCA15D57E,傷寒懸解,陽明經病腑病汗下總綱一（陽明十二）,4,2,傷寒
CH_BCA15D57E_317,BOOK_BCA15D57E,傷寒懸解,陽明經病（七章腑病連經）,4,1,傷寒
CH_BCA15D57E_318,BOOK_BCA15D57E,傷寒懸解,陽明經病桂枝證一（陽明十三）,4,2,傷寒
CH_BCA15D57E_319,BOOK_BCA15D57E,傷寒懸解,麻黃證二（陽明十四）,4,2,傷寒
CH_BCA15D57E_320,BOOK_BCA15D57E,傷寒懸解,麻黃證三（陽明十五）,4,1,傷寒
CH_BCA15D57E_321,BOOK_BCA15D57E,傷寒懸解,桂枝葛根證四（陽明十六）,4,1,傷寒
CH_BCA15D57E_322,BOOK_BCA15D57E,傷寒懸解,桂枝加葛根湯（五十四）,4,2,傷寒
CH_BCA15D57E_323,BOOK_BCA15D57E,傷寒懸解,葛根證五（陽明十七）,4,1,傷寒
CH_BCA15D57E_324,BOOK_BCA15D57E,傷寒懸解,葛根湯（五十五）,4,2,傷寒
CH_BCA15D57E_325,BOOK_BCA15D57E,傷寒懸解,葛根證六（陽明十八）,4,1,傷寒
CH_BCA15D57E_326,BOOK_BCA15D57E,傷寒懸解,葛根半夏證七（陽明十九）,4,1,傷寒
CH_BCA15D57E_327,BOOK_BCA15D57E,傷寒懸解,葛根加半夏湯（五十六）,4,2,傷寒
CH_BCA15D57E_328,BOOK_BCA15D57E,傷寒懸解,陽明腑病（二十七章）,4,1,傷寒
CH_BCA15D57E_329,BOOK_BCA15D57E,傷寒懸解,陽明腑證調胃承氣證一（陽明二十）,4,1,傷寒
CH_BCA15D57E_330,BOOK_BCA15D57E,傷寒懸解,調胃承氣湯（五十七）,4,2,傷寒
CH_BCA15D57E_331,BOOK_BCA15D57E,傷寒懸解,大承氣證二（陽明二十一）,4,1,傷寒
CH_BCA15D57E_332,BOOK_BCA15D57E,傷寒懸解,大承氣湯（五十八）,4,2,傷寒
CH_BCA15D57E_333,BOOK_BCA15D57E,傷寒懸解,小承氣湯證三（陽明二十二）,4,1,傷寒
CH_BCA15D57E_334,BOOK_BCA15D57E,傷寒懸解,小承氣湯（五十九）,4,2,傷寒
CH_BCA15D57E_335,BOOK_BCA15D57E,傷寒懸解,小承氣證五（陽明二十三）,4,1,傷寒
CH_BCA15D57E_336,BOOK_BCA15D57E,傷寒懸解,調胃承氣證五（陽明二十四）,4,1,傷寒
CH_BCA15D57E_337,BOOK_BCA15D57E,傷寒懸解,亡津便硬證六（陽明二十五）,4,1,傷寒
CH_BCA15D57E_338,BOOK_BCA15D57E,傷寒懸解,蜜煎導證七（陽明二十六）,4,1,傷寒
CH_BCA15D57E_339,BOOK_BCA15D57E,傷寒懸解,蜜煎導方（六十）,4,2,傷寒
CH_BCA15D57E_340,BOOK_BCA15D57E,傷寒懸解,豬膽方（六十一）,4,2,傷寒
CH_BCA15D57E_341,BOOK_BCA15D57E,傷寒懸解,麻仁丸證八（陽明二十七）,4,1,傷寒
CH_BCA15D57E_342,BOOK_BCA15D57E,傷寒懸解,麻仁丸方（六十二）,4,2,傷寒
CH_BCA15D57E_343,BOOK_BCA15D57E,傷寒懸解,大承氣證九（陽明二十八）,4,1,傷寒
CH_BCA15D57E_344,BOOK_BCA15D57E,傷寒懸解,小承氣證十（陽明二十九）,4,1,傷寒
CH_BCA15D57E_345,BOOK_BCA15D57E,傷寒懸解,小承氣證十一（陽明三十）,4,1,傷寒
CH_BCA15D57E_346,BOOK_BCA15D57E,傷寒懸解,大承氣證十二（陽明三十一）,4,1,傷寒
CH_BCA15D57E_347,BOOK_BCA15D57E,傷寒懸解,亡津譫語證十三（陽明三十二）,4,1,傷寒
CH_BCA15D57E_348,BOOK_BCA15D57E,傷寒懸解,大承氣證十四（陽明三十三）,4,1,傷寒
CH_BCA15D57E_349,BOOK_BCA15D57E,傷寒懸解,調胃承氣證十五（陽明三十四）,4,1,傷寒
CH_BCA15D57E_350,BOOK_BCA15D57E,傷寒懸解,大承氣證十六（陽明三十五）,4,1,傷寒
CH_BCA15D57E_351,BOOK_BCA15D57E,傷寒懸解,大承氣證十七（陽明三十六）,4,1,傷寒
CH_BCA15D57E_352,BOOK_BCA15D57E,傷寒懸解,大承氣證十八（陽明三十七）,4,1,傷寒
CH_BCA15D57E_353,BOOK_BCA15D57E,傷寒懸解,大承氣證十九（陽明三十八）,4,1,傷寒
CH_BCA15D57E_354,BOOK_BCA15D57E,傷寒懸解,大承氣證二十（陽明三十九）,4,1,傷寒
CH_BCA15D57E_355,BOOK_BCA15D57E,傷寒懸解,大承氣證二十一（陽明四十）,4,1,傷寒
CH_BCA15D57E_356,BOOK_BCA15D57E,傷寒懸解,三陽合病證二十二（陽明四十一）,4,1,傷寒
CH_BCA15D57E_357,BOOK_BCA15D57E,傷寒懸解,汗多亡津二十三（陽明四十二）,4,1,傷寒
CH_BCA15D57E_358,BOOK_BCA15D57E,傷寒懸解,胃熱陽絕證二十四（陽明四十三）,4,1,傷寒
CH_BCA15D57E_359,BOOK_BCA15D57E,傷寒懸解,大承氣證二十五（陽明四十四）,4,1,傷寒
CH_BCA15D57E_360,BOOK_BCA15D57E,傷寒懸解,大承氣證二十六（陽明四十五）,4,1,傷寒
CH_BCA15D57E_361,BOOK_BCA15D57E,傷寒懸解,大承氣證二十七（陽明四十六）,4,1,傷寒
CH_BCA15D57E_362,BOOK_BCA15D57E,傷寒懸解,陽明瘀血抵當證一（陽明四十七）,4,2,傷寒
CH_BCA15D57E_363,BOOK_BCA15D57E,傷寒懸解,抵當證二（陽明四十八）,4,1,傷寒
CH_BCA15D57E_364,BOOK_BCA15D57E,傷寒懸解,熱入血室證三（陽明四十九）,4,1,傷寒
CH_BCA15D57E_365,BOOK_BCA15D57E,傷寒懸解,陽明解期（陽明五十）,4,1,傷寒
CH_BCA15D57E_366,BOOK_BCA15D57E,傷寒懸解,陽明虛證,4,1,傷寒
CH_BCA15D57E_367,BOOK_BCA15D57E,傷寒懸解,陽明虛證提綱（陽明五十一）,4,1,傷寒
CH_BCA15D57E_368,BOOK_BCA15D57E,傷寒懸解,中風瘕泄證一（陽明五十二）,4,1,傷寒
CH_BCA15D57E_369,BOOK_BCA15D57E,傷寒懸解,四逆證二（陽明五十三）,4,1,傷寒
CH_BCA15D57E_370,BOOK_BCA15D57E,傷寒懸解,胃中虛冷證三（陽明五十四）,4,1,傷寒
CH_BCA15D57E_371,BOOK_BCA15D57E,傷寒懸解,胃中寒冷證四（陽明五十五）,4,1,傷寒
CH_BCA15D57E_372,BOOK_BCA15D57E,傷寒懸解,噦而腹滿證五（陽明五十六）,4,1,傷寒
CH_BCA15D57E_373,BOOK_BCA15D57E,傷寒懸解,身癢無汗證六（陽明五十七）,4,1,傷寒
CH_BCA15D57E_374,BOOK_BCA15D57E,傷寒懸解,咳嘔厥逆證七（陽明五十八）,4,1,傷寒
CH_BCA15D57E_375,BOOK_BCA15D57E,傷寒懸解,咳逆咽痛證八（陽明五十九）,4,1,傷寒
CH_BCA15D57E_376,BOOK_BCA15D57E,傷寒懸解,吳茱萸證九（陽明六十）,4,1,傷寒
CH_BCA15D57E_377,BOOK_BCA15D57E,傷寒懸解,吳茱萸湯（六十三）,4,2,傷寒
CH_BCA15D57E_378,BOOK_BCA15D57E,傷寒懸解,嘔多忌攻證十（陽明六十一）,4,1,傷寒
CH_BCA15D57E_379,BOOK_BCA15D57E,傷寒懸解,五苓散證十一（陽明六十二）,4,2,傷寒
CH_BCA15D57E_380,BOOK_BCA15D57E,傷寒懸解,心下硬滿證十二（陽明六十三）,4,1,傷寒
CH_BCA15D57E_381,BOOK_BCA15D57E,傷寒懸解,寒熱脈緊證十三（陽明六十四）,4,1,傷寒
