chapter_id,book_id,book_title,chapter_title,level,paragraphs,subcategory
CH_B2EB248E3_067,BOOK_B2EB248E3,中寒論辯證廣注,茵陳茱萸湯方,4,11,傷寒
CH_B2EB248E3_068,BOOK_B2EB248E3,中寒論辯證廣注,（和劑）半硫丸方,4,3,傷寒
CH_B2EB248E3_069,BOOK_B2EB248E3,中寒論辯證廣注,（外台崔氏）生薑銳方,4,5,傷寒
CH_BB711944D_001,BOOK_BB711944D,仲景傷寒補亡論,傷寒名例十問,2,18,傷寒
CH_BB711944D_002,BOOK_BB711944D,仲景傷寒補亡論,敘論五問,2,9,傷寒
CH_BB711944D_003,BOOK_BB711944D,仲景傷寒補亡論,治法大要九問,2,20,傷寒
CH_BB711944D_004,BOOK_BB711944D,仲景傷寒補亡論,傷寒脈法及刺法六問,2,10,傷寒
CH_BB711944D_005,BOOK_BB711944D,仲景傷寒補亡論,張仲景華元化五問,2,9,傷寒
CH_BB711944D_006,BOOK_BB711944D,仲景傷寒補亡論,仲景辨脈法三十八條,2,48,傷寒
CH_BB711944D_007,BOOK_BB711944D,仲景傷寒補亡論,仲景平脈法四十五條,2,58,傷寒
CH_BB711944D_008,BOOK_BB711944D,仲景傷寒補亡論,六經統論二十二問,2,35,傷寒
CH_BB711944D_009,BOOK_BB711944D,仲景傷寒補亡論,太陽經證治上九十五條,2,118,傷寒
CH_BB711944D_010,BOOK_BB711944D,仲景傷寒補亡論,太陽經證治下九十一條,2,119,傷寒
CH_BB711944D_011,BOOK_BB711944D,仲景傷寒補亡論,陽明經證治八十七條,2,109,傷寒
